Sl.no,Date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
2353,01-12-2023,Uttarakhand,2-Wheelers,655,19337
2354,01-12-2023,West Bengal,2-Wheelers,2625,90092
2355,01-01-2024,Uttar Pradesh,2-Wheelers,5668,181667
2356,01-01-2024,Maharashtra,2-Wheelers,16367,172830
2357,01-01-2024,Karnataka,2-Wheelers,12415,115920
2358,01-01-2024,Tamil Nadu,2-Wheelers,7580,153753
2359,01-01-2024,Bihar,2-Wheelers,1288,71556
2360,01-01-2024,Kerala,2-Wheelers,6457,42509
2361,01-01-2024,Rajasthan,2-Wheelers,4432,78862
2362,01-01-2024,Delhi,2-Wheelers,3073,38413
2363,01-01-2024,Madhya Pradesh,2-Wheelers,3684,92100
2364,01-01-2024,Gujarat,2-Wheelers,5424,91933
2365,01-01-2024,Odisha,2-Wheelers,3883,53485
2366,01-01-2024,Assam,2-Wheelers,253,44386
2367,01-01-2024,Haryana,2-Wheelers,1259,42824
2368,01-01-2024,Chhattisgarh,2-Wheelers,2367,42881
2369,01-01-2024,West Bengal,2-Wheelers,1636,72390
2370,01-01-2024,Punjab,2-Wheelers,821,33511
2371,01-01-2024,Andhra Pradesh,2-Wheelers,2134,53619
2372,01-01-2024,Jharkhand,2-Wheelers,551,30612
2373,01-01-2024,Uttarakhand,2-Wheelers,382,11682
2374,01-01-2024,Jammu and Kashmir,2-Wheelers,219,4582
2375,01-01-2024,Goa,2-Wheelers,832,5079
2376,01-01-2024,Chandigarh,2-Wheelers,118,1450
2377,01-01-2024,Tripura,2-Wheelers,3,3000
2378,01-01-2024,Puducherry,2-Wheelers,310,5141
2379,01-01-2024,Himachal Pradesh,2-Wheelers,79,6031
2380,01-01-2024,DNH and DD,2-Wheelers,31,866
2381,01-01-2024,Manipur,2-Wheelers,7,1556
2382,01-01-2024,Mizoram,2-Wheelers,28,1872
2383,01-01-2024,Meghalaya,2-Wheelers,26,1625
2384,01-01-2024,Ladakh,2-Wheelers,14,37
2385,01-01-2024,Andaman & Nicobar,2-Wheelers,2,483
2386,01-02-2024,Uttar Pradesh,2-Wheelers,6557,206846
2387,01-02-2024,Maharashtra,2-Wheelers,15193,147649
2388,01-02-2024,Karnataka,2-Wheelers,12605,108852
2389,01-02-2024,Tamil Nadu,2-Wheelers,8647,143638
2390,01-02-2024,Rajasthan,2-Wheelers,5145,81152
2391,01-02-2024,Bihar,2-Wheelers,1301,83398
2392,01-02-2024,Madhya Pradesh,2-Wheelers,4006,87659
2393,01-02-2024,Kerala,2-Wheelers,5389,38356
2394,01-02-2024,Gujarat,2-Wheelers,5103,88441
2395,01-02-2024,Delhi,2-Wheelers,2364,30504
2396,01-02-2024,Assam,2-Wheelers,246,39048
2397,01-02-2024,Odisha,2-Wheelers,3733,57255
2398,01-02-2024,Chhattisgarh,2-Wheelers,2198,40110
2399,01-02-2024,Punjab,2-Wheelers,1017,34359
2400,01-02-2024,Andhra Pradesh,2-Wheelers,2830,56600
2401,01-02-2024,Haryana,2-Wheelers,1075,38121
2402,01-02-2024,West Bengal,2-Wheelers,1341,74089
2403,01-02-2024,Jharkhand,2-Wheelers,710,34467
2404,01-02-2024,Uttarakhand,2-Wheelers,586,13692
2405,01-02-2024,Jammu and Kashmir,2-Wheelers,233,5055
2406,01-02-2024,Goa,2-Wheelers,990,4759
2407,01-02-2024,Tripura,2-Wheelers,24,3334
2408,01-02-2024,Chandigarh,2-Wheelers,126,1416
2409,01-02-2024,Puducherry,2-Wheelers,384,4556
2410,01-02-2024,Himachal Pradesh,2-Wheelers,66,4926
2411,01-02-2024,Mizoram,2-Wheelers,51,2146
2412,01-02-2024,Manipur,2-Wheelers,3,1723
2413,01-02-2024,DNH and DD,2-Wheelers,24,1052
2414,01-02-2024,Meghalaya,2-Wheelers,11,1890
2415,01-02-2024,Andaman & Nicobar Island,2-Wheelers,5,473
2416,01-03-2024,Maharashtra,2-Wheelers,26668,152563
2417,01-03-2024,Uttar Pradesh,2-Wheelers,7799,210216
2418,01-03-2024,Karnataka,2-Wheelers,22742,123800
2419,01-03-2024,Tamil Nadu,2-Wheelers,13350,124071
2420,01-03-2024,Rajasthan,2-Wheelers,7933,89538
2421,01-03-2024,Delhi,2-Wheelers,5002,31599
2422,01-03-2024,Kerala,2-Wheelers,8393,42909
2423,01-03-2024,Gujarat,2-Wheelers,8496,94822
2424,01-03-2024,Bihar,2-Wheelers,2584,102949
2425,01-03-2024,Madhya Pradesh,2-Wheelers,5772,95405
2426,01-03-2024,Andhra Pradesh,2-Wheelers,7057,69119
2427,01-03-2024,Assam,2-Wheelers,767,42612
2428,01-03-2024,Chhattisgarh,2-Wheelers,3610,46046
2429,01-03-2024,Punjab,2-Wheelers,1514,35877
2430,01-03-2024,West Bengal,2-Wheelers,2159,69871
2431,01-03-2024,Haryana,2-Wheelers,1387,41778
2432,01-03-2024,Jharkhand,2-Wheelers,824,38149
2433,01-03-2024,Goa,2-Wheelers,1745,5018
2434,01-03-2024,Uttarakhand,2-Wheelers,579,12506
2435,01-03-2024,Jammu and Kashmir,2-Wheelers,297,6600
2436,01-03-2024,Tripura,2-Wheelers,41,3728
2437,01-03-2024,Chandigarh,2-Wheelers,215,1525
2438,01-03-2024,Puducherry,2-Wheelers,477,4337
2439,01-03-2024,Meghalaya,2-Wheelers,4,2223
2440,01-03-2024,Himachal Pradesh,2-Wheelers,90,4737
2441,01-03-2024,Mizoram,2-Wheelers,58,1932
2442,01-03-2024,DNH and DD,2-Wheelers,25,780
2443,01-03-2024,Manipur,2-Wheelers,13,1394
2444,01-03-2024,Andaman & Nicobar Island,2-Wheelers,2,447
2445,01-03-2024,Nagaland,2-Wheelers,2,1180
